descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento à venda em Salvador, Pituba Ville, 3/4, suítes, 115m², 2 vagas;Rua Manoel Andrade;['115'];[3];[4];[2];799990;1200;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-115m2-venda-RS799990-id-2557252100/
Apartamento 1/4 mobiliado entre o Rio Vermelho e Ondina;Avenida Oceânica, ;['61'];[1];[1];[1];300000;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-ondina-bairros-salvador-com-garagem-61m2-venda-RS300000-id-2557608435/
Apartamento com 90,00m2 de área privativa, Av. Oceânica.;Avenida Oceânica;[];[2];[2];[1];430000;600;https://www.vivareal.com.br//imovel/apartamento-2-quartos-ondina-bairros-salvador-com-garagem-90m2-venda-RS430000-id-2553269635/
1/4 suíte, varanda, amplo, sala ,cozinha, uma vaga, próximo a praia, área serviço Itapuã -Ssa - Ba;Avenida das Dunas;['96'];[1];[1];[1];270000;420;https://www.vivareal.com.br//imovel/apartamento-1-quartos-itapua-bairros-salvador-com-garagem-56m2-venda-RS270000-id-2544558799/
Apartamento para Venda em Salvador, cabula, 3 dormitórios, 1 banheiro;-;['60'];[3];[1];[];195000;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabula-bairros-salvador-60m2-venda-RS195000-id-2558244597/
Apartamento para venda possui 83 metros com 3 quartos em Imbuí - Salvador - Bahia;Rua das Patativas, 100;['83'];[3];[2];[1];490000;450;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-83m2-venda-RS490000-id-2552338060/
APARTAMENTO 1/4 COM SUITE E VARANDA;-;['44'];[1];[1];[1];220000;428;https://www.vivareal.com.br//imovel/apartamento-1-quartos-santa-teresa-bairros-salvador-com-garagem-44m2-venda-RS220000-id-2546937230/
Apartamento para venda com 50 metros quadrados com 2 quartos em Stella Maris - Salvador - BA;Alameda Praia do Flamengo, 89;['78'];[2];[3];[1];360000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stella-maris-bairros-salvador-com-garagem-50m2-venda-RS360000-id-2556432260/
Apartamento à venda, 4 quartos, 4 suítes, 4 vagas, Graça - Salvador/BA;Avenida Euclydes da Cunha, 75;['261'];[4];[5];[4];2800000;1750;https://www.vivareal.com.br//imovel/apartamento-4-quartos-graca-bairros-salvador-com-garagem-261m2-venda-RS2800000-id-2547394954/
SR| Edf Verdemar II, Apartamento 3 quartos, Costa Azul;Rua Arthur de Azevêdo Machado, ;['114'];[3];[3];[2];455000;850;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-114m2-venda-RS455000-id-2557371496/
Vendo 2/4 (Dois quartos) Em Brotas ? Condomínio Vale das Flores;Rua Vital Soares, ;['57'];[2];[2];[1];230000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-57m2-venda-RS230000-id-2557608482/
Apartamento a venda 235 m, 4 suítes, 4 vagas, vista mar Jaguaribe - Salvador - BA;Avenida Octávio Mangabeira;['235'];[4];[5];[4];3550000;2553;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-235m2-venda-RS3550000-id-2545385501/
2/4 Pernambués - Conjunto São Judas Tadeu (Oportunidade);Rua Thomaz Gonzaga, 144;['50'];[2];[1];[0];160000;41;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pernambues-bairros-salvador-50m2-venda-RS160000-id-2544957010/
Apartamento para venda com 120 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Pernambuco;[];[3];[3];[0];230000;250;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-120m2-venda-RS230000-id-2537437793/
Apartamento no Diamond para venda com 185 metros quadrados com 3 quartos em Itaigara - Salvador/BA;Rua Jardim Alto do Itaigara, 00;['185'];[3];[4];[3];1800000;1300;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-185m2-venda-RS1800000-id-2544259190/
Apartamento 4 Quartos para Venda em Salvador, Pituba, 4 dormitórios, 3 suítes, 5 banheiros, 2 vagas;-;['155'];[4];[5];[2];1350000;1700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-155m2-venda-RS1350000-id-2554717893/
Salvador - Apartamento Padrão - Horto Florestal;-;['325'];[3];[4];[4];2100000;2000;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-florestal-bairros-salvador-com-garagem-325m2-venda-RS2100000-id-2554927793/
Apto 4/4, revertido para 3 suítes, 207 mts2, vista mar, 3 vagas, total infraestrutura, alto padrão.;Rua do Mangalô;['210'];[4];[5];[3];1300000;2010;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-210m2-venda-RS1300000-id-2533917193/
2/4 68 m² Suite varanda armários segundo andar escada Ladeira Paiva;Ladeira do Paiva, ;['68'];[2];[2];[0];140000;100;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caixa-d-agua-bairros-salvador-68m2-venda-RS140000-id-2557374001/
APARTAMENTO 3/4 SENDO 1 SUÍTE - PITUBA - SALVADOR/BA;Rua Emílio Odebrecht, 626;[];[3];[3];[2];550000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-120m2-venda-RS550000-id-2548416196/
Rio Vermelho - Quarto e Sala para venda com infraestrutura completa e uma vaga de garagem.;Vila Edna, 00;[];[1];[1];[1];239000;420;https://www.vivareal.com.br//imovel/apartamento-1-quartos-engenho-velho-da-federacao-bairros-salvador-com-garagem-51m2-venda-RS239000-id-2536402412/
Apartamento para venda com 110 m2 com 3/4 em localização privilegiada na Barra;-;[];[3];[3];[];410000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-110m2-venda-RS410000-id-2551074569/
Apartamento para venda com 99 metros quadrados com 3 quartos em Armação - Salvador - BA;Rua Rodrigues Dórea;[];[3];[3];[2];799000;600;https://www.vivareal.com.br//imovel/apartamento-3-quartos-jardim-armacao-bairros-salvador-com-garagem-99m2-venda-RS799000-id-2539513406/
Apartamento para venda com 113 metros quadrados com 3 quartos em Alphaville I - Salvador - BA;Avenida Alphaville, 0;['113'];[3];[3];[2];1080000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alphaville-i-bairros-salvador-com-garagem-113m2-venda-RS1080000-id-2555561620/
Apartamento a venda 2 quartos, suíte, 129m² Térreo com piscina em Brotas, perto Waldemar Falcão;Rua Paulo Afonso;['129'];[2];[3];[1];285000;515;https://www.vivareal.com.br//imovel/apartamento-2-quartos-candeal-bairros-salvador-com-garagem-72m2-venda-RS285000-id-2539268803/
Apartamento em Armação com 72 m², 3/4, varanda e 1 vaga de garagem;Rua Rodolpho Coelho Cavalcante, 331;['72'];[3];[2];[1];340000;616;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-72m2-venda-RS340000-id-2497920181/
Apartamento no Corredor da Vitória 5/4, 163 m² -Salvador-Ba;Avenida Sete de Setembro, ;['163'];[5];[2];[1];550000;1200;https://www.vivareal.com.br//imovel/apartamento-5-quartos-vitoria-bairros-salvador-com-garagem-163m2-venda-RS550000-id-2557377055/
Apartamento para venda com 40 m² com 1 quarto na Barra - Salvador - BA;Rua Afonso Celso, 0;[];[1];[1];[0];319000;270;https://www.vivareal.com.br//imovel/apartamento-1-quartos-barra-bairros-salvador-40m2-venda-RS319000-id-2557885611/
2/4 todo reformado em Brotas;Rua Padre Luiz Filgueiras, 4;[];[2];[1];[1];160000;50;https://www.vivareal.com.br//imovel/apartamento-2-quartos-engenho-velho-de-brotas-bairros-salvador-com-garagem-58m2-venda-RS160000-id-2537723489/
Apartamento para venda tem 86 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Artur Gomes de Carvalho, 193;['86'];[3];[1];[2];550000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-86m2-venda-RS550000-id-2555534145/
;Rua Doutor Raimundo Magaldi, 485;['192'];[4];[4];[2];380000;1700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-costa-azul-bairros-salvador-com-garagem-192m2-venda-RS380000-id-2530212839/
Apartamento para Venda em Salvador, Caminho das Árvores, 4 dormitórios, 2 suítes, 4 banheiros, 2 vag;Rua Clarival do Prado Valladares, 60;['169'];[4];[4];[2];680000;1200;https://www.vivareal.com.br//imovel/apartamento-4-quartos-caminho-das-arvores-bairros-salvador-com-garagem-169m2-venda-RS680000-id-2553469701/
Apartamento para venda possui 80 metros quadrados com 2 quartos em Piatã - Salvador - BA;Rua Guaraçaima, 0;['80'];[2];[2];[2];350000;200;https://www.vivareal.com.br//imovel/apartamento-2-quartos-piata-bairros-salvador-com-garagem-80m2-venda-RS350000-id-2547263478/
Apartamento perto da praia REVERSÍVEL PARA 2/4 R$85.000,00;Rua Aristides Milton, ;['80'];[2];[2];[0];85000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-80m2-venda-RS85000-id-2558203651/
Stella Maris, 1/4, 34m2, apartamento a venda!;Alameda Praia Garapuá, ;['34'];[1];[1];[1];245000;350;https://www.vivareal.com.br//imovel/apartamento-1-quartos-stella-maris-bairros-salvador-com-garagem-34m2-venda-RS245000-id-2558747335/
2/4 com Suíte Reversivel para 3/4, Vista mar, Ventilado, 01 vaga de garagem, Prédio Pastilhado.;Rua Banco dos Ingleses, 175;['90'];[2];[3];[1];419000;650;https://www.vivareal.com.br//imovel/apartamento-2-quartos-campo-grande-bairros-salvador-com-garagem-90m2-venda-RS419000-id-2550758298/
Apartamento para venda possui 59 metros quadrados com 2 quartos em Federação - Salvador - BA;Rua Mestre Pastinha, 116;['59'];[2];[1];[1];365000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-federacao-bairros-salvador-com-garagem-59m2-venda-RS365000-id-2553991187/
Apartamento a venda com 98 m² com 3 quartos sendo 1 suíte no Gárcia - Salvador - BA;Avenida Leovigildo Filgueiras, 648;['131'];[3];[2];[1];430000;785;https://www.vivareal.com.br//imovel/apartamento-3-quartos-garcia-bairros-salvador-com-garagem-98m2-venda-RS430000-id-2545878000/
Apartamento Para Venda 210m², 3 quartos | Pituba - Salvador, BA;Alameda Carrara, 272;['210'];[3];[3];[1];450000;475;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-210m2-venda-RS450000-id-2558280661/
Graça | 3 Suítes | Nascente | Vista Ma;Avenida Princesa Leopoldina, 10;['155'];[3];[6];[4];1290000;1400;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-155m2-venda-RS1290000-id-2551562927/
Excelente apto 3/4 suíte varandas e dependência em Nazaré;Rua São Domingos Sávio, ;['107'];[3];[3];[1];260000;315;https://www.vivareal.com.br//imovel/apartamento-3-quartos-nazare-bairros-salvador-com-garagem-107m2-venda-RS260000-id-2557606122/
Apartamento para venda com 71m² com 2 quartos em Rio Vermelho - Salvador - BA;Avenida Cardeal da Silva;[];[2];[2];[2];780000;526;https://www.vivareal.com.br//imovel/apartamento-2-quartos-rio-vermelho-bairros-salvador-com-garagem-71m2-venda-RS780000-id-2555600246/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, BARRA;-;['232'];[4];[6];[4];2590000;2750;https://www.vivareal.com.br//imovel/apartamento-4-quartos-barra-bairros-salvador-com-garagem-232m2-venda-RS2590000-id-2556637350/
Apartamento para Venda em Salvador, Corredor da Vitória, 1 dormitório, 1 suíte, 2 banheiros, 1 vaga;Avenida Sete de Setembro, ;['65'];[1];[2];[1];770000;1100;https://www.vivareal.com.br//imovel/apartamento-1-quartos-vitoria-bairros-salvador-com-garagem-65m2-venda-RS770000-id-2556752515/
Vendo Excelente Aptº Em Brotas - 3 Quartos (2 suites com Closet);Avenida Dom João VI, 800;[];[3];[3];[2];524000;553;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-com-garagem-82m2-venda-RS524000-id-2553991455/
Oportunidade no alto do cidade jardim.;Rua Sócrates Guanaes Gomes, 197;[];[4];[4];[3];730000;1440;https://www.vivareal.com.br//imovel/apartamento-4-quartos-candeal-bairros-salvador-com-garagem-133m2-venda-RS730000-id-2550362020/
Apartamento para venda tem 78 metros quadrados com 2 quartos em Pituba - Salvador -;-;['78'];[2];[3];[1];430000;770;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-78m2-venda-RS430000-id-2557163313/
Apartamento para venda com 84 metros quadrados com 2 quartos em Patamares - Salvador - BA;Avenida Luís Viana Filho, 6312;[];[2];[2];[1];650000;680;https://www.vivareal.com.br//imovel/apartamento-2-quartos-patamares-bairros-salvador-com-garagem-84m2-venda-RS650000-id-2558593173/
Apartamento 2 quartos com varanda e dependência completa em Brotas próximo ao metrô;Rua Amado Coutinho, ;['67'];[2];[2];[1];210000;525;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-67m2-venda-RS210000-id-2558557002/
4 quartos, padrão construtora Gatto no Canela.;Rua Basílio da Gama, 72;['236'];[4];[4];[2];830000;1980;https://www.vivareal.com.br//imovel/apartamento-4-quartos-canela-bairros-salvador-com-garagem-200m2-venda-RS830000-id-2555169901/
APARTAMENTO - 78 M² - 3 QUARTOS – CONDOMÍNIO MORADA DAS TORRES – ARMAÇÃO – SALVADOR – BAHIA;Rua Rodolpho Coelho Cavalcante, 162;['78'];[3];[3];[2];540000;516;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-78m2-venda-RS540000-id-2557838405/
Apartamento à venda, 109m², 3/4, Nascente, com infraestrutura de lazer, no Imbuí, Salvador-BA.;Rua João José Rescala, 236;[];[3];[3];[2];859000;680;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-109m2-venda-RS859000-id-2558370458/
Salvador - Apartamento Padrão - Costa Azul;Rua Doutor Augusto Lopes Pontes, ;['91'];[3];[1];[2];700000;790;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-91m2-venda-RS700000-id-2525710185/
CONDOMÍNIO TORRE DO ATLÂNTICO - CAMINHO DAS ÁRVORES.;Rua do Jaborandi, 145;[];[2];[2];[2];450000;810;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-70m2-venda-RS450000-id-2539419471/
Condomínio Pedras do Vale - 2 quartos sendo 1 suíte - Excelente;Avenida Mário Leal Ferreira, 381;['60'];[2];[2];[1];230000;505;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-60m2-venda-RS230000-id-2555780136/
Parque Tropical para venda 113 m² com 3 suítes em Pituaçu - Salvador - BA;Rua Albertino Cabral Henrique, 0;['113'];[3];[4];[2];1050000;1150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituacu-bairros-salvador-com-garagem-113m2-venda-RS1050000-id-2554673422/
Costa Azul - Aptº 2/4, 01 Suíte, Dependência Completa - VB 425;Rua Desembargador Manoel Pereira, 0;['80'];[3];[3];[1];350000;615;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-80m2-venda-RS350000-id-2554242223/
Apartamento à venda, 80 m² por R$ 350.000,00 - Pituba - Salvador/BA;Alameda Carrara, 298;['80'];[2];[3];[2];350000;550;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-80m2-venda-RS350000-id-2556060901/
Apartamento para venda com 29 metros quadrados com 1 quarto em Politeama - Salvador - BA;Rua Politeama de Baixo, 126;['29'];[1];[1];[0];155000;0;https://www.vivareal.com.br//imovel/apartamento-1-quartos-politeama-bairros-salvador-29m2-venda-RS155000-id-2551731081/
Vasco da Gama, Conjunto Santa Madalena parte Alta - 2/4, Amplo Térreo!;Rua Ministro Amarílio Benjamim, ;['50'];[2];[1];[0];145000;100;https://www.vivareal.com.br//imovel/apartamento-2-quartos-engenho-velho-da-federacao-bairros-salvador-50m2-venda-RS145000-id-2558209191/
Apartamento à venda com 4 quartos no Corredor da Vitória Código FS17454;Avenida Sete de Setembro, 1983;['182'];[4];[3];[3];1350000;1800;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-182m2-venda-RS1350000-id-2556798823/
Apartamento para Venda em Salvador, Rio Vermelho, 1 dormitório, 1 banheiro, 1 vaga;Rua Ismael de Barros, ;['47'];[1];[1];[1];425000;590;https://www.vivareal.com.br//imovel/apartamento-1-quartos-rio-vermelho-bairros-salvador-com-garagem-47m2-venda-RS425000-id-2555995034/
Apartamento 2/4 com varanda - Luiz Anselmo;Rua Parambu, 0;[];[2];[1];[1];298000;450;https://www.vivareal.com.br//imovel/apartamento-2-quartos-luis-anselmo-bairros-salvador-com-garagem-52m2-venda-RS298000-id-2555165233/
Greenville Lúdco São 4/4 sendo 3 suítes, lavabo, dependência completa, 134m2,;Rua Salgueiro, 100;[];[4];[5];[2];1350000;1025;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-134m2-venda-RS1350000-id-2547572233/
Apartamento - 375 m² - 5/4 - Itaigara;Rua Onze de Novembro, ;['375'];[5];[5];[3];1150000;2800;https://www.vivareal.com.br//imovel/apartamento-5-quartos-santa-cruz-bairros-salvador-com-garagem-375m2-venda-RS1150000-id-2557609085/
Casa Comercial ou Residencial;Rua Orlando Moscoso;['733'];[4];[5];[0];1490000;0;https://www.vivareal.com.br//imovel/apartamento-4-quartos-boca-do-rio-bairros-salvador-647m2-venda-RS1490000-id-2555963829/
Apartamento com 2 dormitórios, 43 m² - venda por R$ 215.000,00 ou aluguel por R$ 1.300,00/mês - Garc;Rua Félix Mendes, 207;['43'];[2];[2];[1];1300;630;https://www.vivareal.com.br//imovel/apartamento-2-quartos-garcia-bairros-salvador-com-garagem-43m2-venda-RS215000-id-2552764554/
Salvador - Apartamento Padrão - Horto Florestal;-;['286'];[4];[5];[4];1900000;2180;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-286m2-venda-RS1900000-id-2556029958/
Alugo ou vendo 2/4 Sala Piscina no Formula Aeroporto em Jardim das Margaridas. Salvador/Ba.;Rua Ipupiara, 53;['62'];[2];[1];[1];1200;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-50m2-venda-RS153000-id-2551066215/
Apartamento para venda possui 80 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Tenente Fernando Tuy, 56;['110'];[3];[3];[1];580000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-80m2-venda-RS580000-id-2556281146/
VENDO 3/4 97M NO HORTO BELA VISTA- RESERVA DAS FLORES;Alameda dos Jardins, 408;['97'];[3];[3];[2];730000;740;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-97m2-venda-RS730000-id-2547660508/
Cód. 435/3696 Paralela 2/4 com Varanda Nascente no Cond. Parque Milênio;Avenida Luís Viana Filho;['52'];[2];[2];[1];180000;220;https://www.vivareal.com.br//imovel/apartamento-2-quartos-paralela-bairros-salvador-com-garagem-52m2-venda-RS180000-id-2557407365/
Vendo apartamento alto do Itaigara 211m²;Rua Jardim Alto do Itaigara, ;['211'];[4];[4];[1];610000;1200;https://www.vivareal.com.br//imovel/apartamento-4-quartos-itaigara-bairros-salvador-com-garagem-211m2-venda-RS610000-id-2558744151/
Apartamento para venda tem 46 metros quadrados com 1 quarto em Pituba - Salvador - BA;Rua Altino Serbeto de Barros;['59'];[1];[1];[1];334000;423;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-46m2-venda-RS334000-id-2546848118/
Apartamento para venda com 100 metros quadrados com 4 quartos em Stella Maris - Salvador - BA;Alameda Praia Garapuá, 0;[];[4];[4];[2];515000;650;https://www.vivareal.com.br//imovel/apartamento-4-quartos-stella-maris-bairros-salvador-com-garagem-100m2-venda-RS515000-id-2555943868/
Apartamento para venda com 343 metros quadrados com 4 quartos em Jardim Apipema - Salvador - BA;Rua Christiano Ottoni, 10;[];[4];[5];[4];2400000;2700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-jardim-apipema-bairros-salvador-com-garagem-343m2-venda-RS2400000-id-2549477520/
Apartamento à Venda Loteamento Aquarius pituba;Rua Magno Valente, 321;['183'];[4];[3];[2];590000;1000;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-113m2-venda-RS590000-id-2485646089/
Apartamento para venda possui 86m2, com 2 quartos em Jardim Apipema - Salvador - Bahia;Rua Professor Sabino Silva;['138'];[2];[2];[1];400000;760;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-apipema-bairros-salvador-com-garagem-97m2-venda-RS400000-id-2550307067/
Apartamento para venda com 50 metros quadrados com 2 quartos em Stella Maris - Salvador - BA;Alameda Praia do Flamengo, 89;['78'];[2];[3];[1];360000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stella-maris-bairros-salvador-com-garagem-50m2-venda-RS360000-id-2556432260/
Apartamento à venda, 4 quartos, 4 suítes, 4 vagas, Graça - Salvador/BA;Avenida Euclydes da Cunha, 75;['261'];[4];[5];[4];2800000;1750;https://www.vivareal.com.br//imovel/apartamento-4-quartos-graca-bairros-salvador-com-garagem-261m2-venda-RS2800000-id-2547394954/
Apartamento a venda 235 m, 4 suítes, 4 vagas, vista mar Jaguaribe - Salvador - BA;Avenida Octávio Mangabeira;['235'];[4];[5];[4];3550000;2553;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-235m2-venda-RS3550000-id-2545385501/
2/4 Pernambués - Conjunto São Judas Tadeu (Oportunidade);Rua Thomaz Gonzaga, 144;['50'];[2];[1];[0];160000;41;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pernambues-bairros-salvador-50m2-venda-RS160000-id-2544957010/
Vendo Apartamento de 127m2 com 3/4 (01 Suíte), 02 Vagas no Corredor da Vitória;Rua Aloísio de Carvalho, 0;[];[3];[3];[2];650000;800;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vitoria-bairros-salvador-com-garagem-128m2-venda-RS650000-id-2550831372/
Apartamento para venda com 120 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Pernambuco;[];[3];[3];[0];230000;250;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-120m2-venda-RS230000-id-2537437793/
Apartamento no Diamond para venda com 185 metros quadrados com 3 quartos em Itaigara - Salvador/BA;Rua Jardim Alto do Itaigara, 00;['185'];[3];[4];[3];1800000;1300;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-185m2-venda-RS1800000-id-2544259190/
Apartamento 4 Quartos para Venda em Salvador, Pituba, 4 dormitórios, 3 suítes, 5 banheiros, 2 vagas;-;['155'];[4];[5];[2];1350000;1700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-155m2-venda-RS1350000-id-2554717893/
Apto 4/4, revertido para 3 suítes, 207 mts2, vista mar, 3 vagas, total infraestrutura, alto padrão.;Rua do Mangalô;['210'];[4];[5];[3];1300000;2010;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-210m2-venda-RS1300000-id-2533917193/
2/4 68 m² Suite varanda armários segundo andar escada Ladeira Paiva;Ladeira do Paiva, ;['68'];[2];[2];[0];140000;100;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caixa-d-agua-bairros-salvador-68m2-venda-RS140000-id-2557374001/
Rio Vermelho - Quarto e Sala para venda com infraestrutura completa e uma vaga de garagem.;Vila Edna, 00;[];[1];[1];[1];239000;420;https://www.vivareal.com.br//imovel/apartamento-1-quartos-engenho-velho-da-federacao-bairros-salvador-com-garagem-51m2-venda-RS239000-id-2536402412/
Apartamento para venda com 110 m2 com 3/4 em localização privilegiada na Barra;-;[];[3];[3];[];410000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-110m2-venda-RS410000-id-2551074569/
Apartamento para venda com 99 metros quadrados com 3 quartos em Armação - Salvador - BA;Rua Rodrigues Dórea;[];[3];[3];[2];799000;600;https://www.vivareal.com.br//imovel/apartamento-3-quartos-jardim-armacao-bairros-salvador-com-garagem-99m2-venda-RS799000-id-2539513406/
Apartamento 1/4 quarto e sala no Acupe de Brotas;Ladeira do Acupe, 189;['53'];[1];[1];[0];170000;330;https://www.vivareal.com.br//imovel/apartamento-1-quartos-acupe-de-brotas-bairros-salvador-53m2-venda-RS170000-id-2543409436/
Apartamento para venda tem 53 metros quadrados com 2 quartos em Parque Bela Vista - Salvador - BA;-;[];[2];[2];[2];180000;452;https://www.vivareal.com.br//imovel/apartamento-2-quartos-parque-bela-vista-bairros-salvador-com-garagem-53m2-venda-RS180000-id-2557721483/
Apartamento a venda 2 quartos, suíte, 129m² Térreo com piscina em Brotas, perto Waldemar Falcão;Rua Paulo Afonso;['129'];[2];[3];[1];285000;515;https://www.vivareal.com.br//imovel/apartamento-2-quartos-candeal-bairros-salvador-com-garagem-72m2-venda-RS285000-id-2539268803/
VENDO APARTAMENTO TÉRREO NA PITUBA;-;['90'];[3];[2];[1];360000;160;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-90m2-venda-RS360000-id-2544883272/
Apartamento em Armação com 72 m², 3/4, varanda e 1 vaga de garagem;Rua Rodolpho Coelho Cavalcante, 331;['72'];[3];[2];[1];340000;616;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-72m2-venda-RS340000-id-2497920181/
Apartamento no Corredor da Vitória 5/4, 163 m² -Salvador-Ba;Avenida Sete de Setembro, ;['163'];[5];[2];[1];550000;1200;https://www.vivareal.com.br//imovel/apartamento-5-quartos-vitoria-bairros-salvador-com-garagem-163m2-venda-RS550000-id-2557377055/
2/4 todo reformado em Brotas;Rua Padre Luiz Filgueiras, 4;[];[2];[1];[1];160000;50;https://www.vivareal.com.br//imovel/apartamento-2-quartos-engenho-velho-de-brotas-bairros-salvador-com-garagem-58m2-venda-RS160000-id-2537723489/
;Rua Doutor Raimundo Magaldi, 485;['192'];[4];[4];[2];380000;1700;https://www.vivareal.com.br//imovel/apartamento-4-quartos-costa-azul-bairros-salvador-com-garagem-192m2-venda-RS380000-id-2530212839/
Apartamento para Venda em Salvador, Caminho das Árvores, 4 dormitórios, 2 suítes, 4 banheiros, 2 vag;Rua Clarival do Prado Valladares, 60;['169'];[4];[4];[2];680000;1200;https://www.vivareal.com.br//imovel/apartamento-4-quartos-caminho-das-arvores-bairros-salvador-com-garagem-169m2-venda-RS680000-id-2553469701/
Apartamento perto da praia REVERSÍVEL PARA 2/4 R$85.000,00;Rua Aristides Milton, ;['80'];[2];[2];[0];85000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-80m2-venda-RS85000-id-2558203651/
Stella Maris, 1/4, 34m2, apartamento a venda!;Alameda Praia Garapuá, ;['34'];[1];[1];[1];245000;350;https://www.vivareal.com.br//imovel/apartamento-1-quartos-stella-maris-bairros-salvador-com-garagem-34m2-venda-RS245000-id-2558747335/
